,0,1,2,3,4
359,butuh printer printer rumah rusak kalau service biaya kaya beli baru butuh adik paling kecil mulai masuk kuliah offline,negatif,"@cursedkidd lagi butuh printer, printer di rumah rusak kalo diservice biayanya kaya beli baru lagi, butuh krn adikku yg paling kecil udah mulai masuk kuliah offline",2021-10-29 14:55:42+00:00,rullyyyyyy__
360,oktober november kalau kuliah offline banyak banget konser,positif,"oktober november, pasti kalo kuliah offline banyak bgt konser",2021-10-29 14:52:37+00:00,ayufebii_
361,ribut mau kuliah offline padahal bolak balik rumah pus kampus sudah keluh lelah mau nge kost dasar,netral,"Ribut pengen kuliah offline, padahal bolak balik dari rumah ke perpus kampus aja udah ngeluh cape pengen ngekost lagi. Dasar aku",2021-10-29 14:31:06+00:00,dongxkai
362,oalah kirain offline berapa mata kuliah bagaimana kuliah offline,netral,@ANTA9ONIS oalahh kirain udh offline bbrp matkul. gmn kuliah offline?,2021-10-29 14:23:31+00:00,rufouzs
363,hilang motivasi kuliah offline introvert lebih neng online sedih plis online,negatif,"Udah kehilangan motivasi kuliah offline 😭 as introvert lebih seneng online huhu, plis online aja 😭",2021-10-29 14:16:39+00:00,duobutterflies
364,jadi semangat kuliah offline tahun depan,positif,Kok jadi semangat kuliah offline tahun depan🤤,2021-10-29 14:11:24+00:00,zyntcx
365,bahkan deg iya senin kuliah offline,negatif,kok malah deg2an ya senin udh kuliah offline,2021-10-29 14:10:55+00:00,bukaanjupe
366,definisi kuliah online sakit kuliah offline lebih sakit,negatif,definisi kuliah online sakit tapi kuliah offline lebih sakit,2021-10-29 14:00:50+00:00,iniifanaaa
367,selasa kuliah offline sekali kesini,positif,AAAAA HARUSKAH SELASA GUA KULIAH OFFLINE BIAR SEKALIAN KESINIII https://t.co/hqbBG466ye,2021-10-29 13:58:39+00:00,ddalgiwoojin
368,rindu suasana kuliah offline makan geprek dapur gerombol makan katsu murah enak main main kalau jam kosong nongkrong buat ngadem,positif,"kangen vibes kuliah offline makan di geprek dapur kita segerombolan, makan katsu murah tp enak, main uno kalo lg jamkos, nongs di F buat ngadem",2021-10-29 13:26:47+00:00,ranivelia
369,sedih candu binsik tiba mau jogja ini buat kuliah offline hua sebentar jogja jadi tidak_produktif,negatif,mengsad. lagi candu binsik tbtb udh mau kejogja aja ni buat kuliah offline:( huaaa pasti ntar dijogja jd ga produktif lgi-_-,2021-10-29 13:25:20+00:00,onlyshitz
370,pantes jadi orang jawa sana buru kuliah offline,positif,@dzkdlinr Udah pantes jadi orang jawa sok sana buru kuliah offline,2021-10-29 13:24:02+00:00,sugarecandy
371,iya kalau offline dulu tiap ngefangirl tengah malam pagi malam iya kuliah rapat main,netral,@juhakwho iyah apalagi kalo udah offline… gue dulu tiap ngefangirl tengah malem doang pagi sampe malem ya kuliah-rapat-main,2021-10-29 13:04:23+00:00,clingykuma
372,ugm fes ibu sih buru buru banget mau pindah orang tidak_mulai kuliah offline saya ingin lari diri rumah ibu,negatif,"ugm_fess 
ibuk: kenapa si buru buru banget mau pindahan, wong belum mulai kuliah offline juga
aku: (aku ingin melarikan diri dari rumah) buk",2021-10-29 12:33:54+00:00,UGM_FESS
373,daks mau tanya kalau misal form offline milih tidak_sedia ada konsekuensi tidak_ biasa langsung tidak_ikut kuliah offline mohon cerah,netral,"!sgd daks mau nanya, kalau misalnya di form ptmt milih tidak bersedia nanti ada konsekuensinya nggak? Atau biasa aja langsung nggak ikut kuliah offline? Mohon pencerahannya 🙏",2021-10-29 12:32:51+00:00,SGDfess_
374,kuliah online sakit punggung kuliah offline sakit pinggang mau apa iya tubuh,negatif,"@nyxiaoting kuliah online sakit punggung, kuliah offline sakit pinggang, maunya apa yaa nih tubuh?:"")",2021-10-29 12:25:23+00:00,xiaoninaa
375,uaf kalau suruh milih lebih milih kuliah offline kuliah online,netral,"Uaf! kalau disuruh milih, lebih milih kuliah offline atau kuliah online",2021-10-29 12:14:26+00:00,andalasfess
376,ngke iya kalau kuliah offline traktir seblak sama telor gulung,positif,@flwersweet @Sundafess_ Ngke ya kalo udah kuliah offline ditraktir seblak sama telor gulung,2021-10-29 12:09:29+00:00,Mister_Hinyai
377,mau balik malang cuma supaya kulit bersih sama rindu jajan kalau kuliah offline nomor,negatif,Pengen balik malang cuma pgn biar kulit bersih sama kgn jajan nya klo kuliah offline ….no🥺🥺,2021-10-29 12:05:54+00:00,berdebuuu
378,tengah pandemi offline harap baru siswa siswa untuk terus ajar kembang,positif,"Di tengah pandemi, PTM adalah harapan baru bagi siswa-siswa kita untuk terus belajar dan berkembang",2021-10-29 12:35:54+00:00,BelajarBareng
379,momen momen harga sekolah asa terima kasih semua pihak jalan offline baik,positif,Momen-momen berharga di sekolah kembali terasa. Terima kasih kepada semua pihak yang menjalankan PTM dengan baik! ,2021-10-29 12:45:54+00:00,InspirasiGuru
380,rindu suasana sekolah kini offline jadi nyata terima kasih sekolah selalu beri baik,positif,Rindu suasana sekolah dan kini PTM menjadi kenyataan! Terima kasih sekolahku yang selalu memberikan yang terbaik.,2021-10-29 12:15:54+00:00,SiswaSukses
381,offline beri energi positif semangat baru hadap ajar,positif,PTM memberikan energi positif dan semangat baru dalam menghadapi pembelajaran.,2021-10-29 12:12:54+00:00,AnakCerdas
382,kini bisa saling diskus ajar alam langsung sekolah offline beri sempat harga,positif,Kini kami bisa saling berdiskusi dan belajar dari pengalaman langsung di sekolah. PTM memberikan kesempatan yang berharga.,2021-10-29 12:23:54+00:00,MajuBersama
383,rasa sama kelas buat semangat ajar makin bara terima kasih offline,positif,"Kembali merasakan kebersamaan di kelas membuat semangat belajar makin membara. Terima kasih, PTM!",2021-10-29 12:34:54+00:00,SemangatPendidikan
384,kuliah offline hari langsung sakit pinggang,negatif,gue kuliah offline sehari langsung sakit pinggang....,2021-10-29 12:04:29+00:00,nyxiaoting
385,mau iya kuliah offline terus saya bayangin saya pulang aja,positif,gue pengen ya kuliah offline terus tp gue bayangin nanti gue pulang mah kayak,2021-10-29 12:04:06+00:00,lobelitobeli
386,ibu naik ojek stasiun jadi lah baik jalan sedih iya dikit ini kuliah offline malas lewat gang kampung orang galak galak kasar,negatif,"Nyokap juga naik ojol ke stasiun, jadi tolong lah perbaikan jalannya huhu. Oh iya dikit lagi nih kuliah offline, males lewat gang kampung orangnya galak galak kasar gitu.",2021-10-29 12:02:25+00:00,gabolism
387,kalau kuliah offline khusus anak sehat lebih baik bawa totebag apa ransel iya terima kasih kakak,netral,"tanya2rl 
kalo kuliah offline, esp anak kesehatan mending bawa totebag apa ransel ya? makasih kak",2021-10-29 12:00:01+00:00,tanyakanrl
388,pusing banget lihat adik kuliah mulai offline mundar mandir sana sini yang kuliah satu rumah ribet in,netral,"Pusing bgt liat adek kuliah dah mulai offline. Mundar mandir sana sini. Dia yg kuliah, satu rumah diribetin🙃",2021-10-29 11:44:56+00:00,Fiya_nisaa
389,tidak_siap kuliah offline,negatif,gasiap kuliah offline,2021-10-29 11:26:21+00:00,dhlstr
390,otd buat ngampung yey nay mau kuliah offline soal,netral,/OOTD/ buat ngampung yey or nay ? udah mau kuliah offline soalnyaa https://t.co/o1Dgyadisj,2021-10-29 11:10:03+00:00,OOTDFESS
391,maju kamu kuliah offline tidak_takut punya tuhan,positif,"MAJU LU KULIAH OFFLINE, GW GA TAKUT GW PUNYA ALLAH",2021-10-29 11:07:22+00:00,daicykoo
392,kalaupun offline tidak_bakal kuliah tidak_ kan magang,netral,@nanonsfuture kalaupun offline kita gak bakal kuliah gak sih? Kan udah magang,2021-10-29 10:52:32+00:00,rendindiinn
393,tambah kuliah offline kurang lebih jam lama jalan tidak_ kalau kulof duduk jam terus lanjut sore ada kelas online beuh badan rasa,negatif,"@Luviety8 @collegemenfess Ditambah aku ada kuliah offline, PP kurang lebih sejam, lama di jalan, belom lagi kalo dah kuloff duduk 2,5 jam. Terus lanjut sorenya ada kelas online. Beuhh ini badan rasanya",2021-10-29 10:50:54+00:00,sipalingruwet
394,kapan iya kuliah offline ingin jual bmt,positif,Kapan ya kuliah offline lg? Pgn jualan d bmt lg,2021-10-29 10:46:08+00:00,h4rumanis
395,tertawa rindu kuliah offline rindu jajan gerlong rindu kumpul batu masuk angin rindu nungguin kelas selasar fpbs rindu latih malam kelas sejeong rindu rapat usir,positif,"haaa kangen kuliah offline, kangen jajan ke gerlong, kangen nongkrong di batu sampe masuk angin, kangen nungguin kelas di selasar fpbs, kangen latihan sampe malem di kelas sejeong, kangen rapat sampe diusir:(",2021-10-29 10:35:25+00:00,thalassophyle
396,memang nyata saudara begitu kuliah kampus waktu offline biaya murah murah banget ngomong-ngomong akhir buat tertawa iya pak,netral,@RWUDV56 Emang eehhh... saudaraku juga gitu. Dia kuliah di unnes pas offline tuh biayanya juga murah murah bangett. Btw di akhirnya bikin ngakak ya pak HAHAHAHAHAHA,2021-10-29 10:34:32+00:00,ireniclibra
397,kuliah offline lelah iya kalau sore kalau puasa enak seru ketemu teman jelas dosen tatap muka meski beberapa dosen ada nakutin lelah tapi suka sih inti,netral,"Kuliah offline capek ya, apalagi kalo sampe sore. Kalo puasa apalagi. Tapi enak seru, bisa ketemu temen, dijelasin dosen tatap muka. Meskipun beberapa dosen juga ada yang nakutin. Capek tapi suka gitu si intinya.",2021-10-29 10:30:03+00:00,avoocadomilk
398,senang pernah rasa kuliah offline maba lulus,positif,@collegemenfess Alhamdulillah pernah ngerasain kuliah offline dari maba sampai lulus.,2021-10-29 10:26:50+00:00,EIRENEISSANCE
399,kalau kuliah offline tuhan lancar teman aku tidak_mau nyakitin hati orang karena nolak buat habis waktu sama,netral,Kalau udh kuliah offline yaallah lancarkan pertemanan ku aku gk mau nyakitin hati org hanya karna aku nolak buat ngabisin waktu sama”,2021-10-29 10:25:04+00:00,Justinseagul007
400,kalau mulai offline paling susah tu iya waktu tidak_ teman ajak sini teman kan tidak_cuma teman kuliah teman sama terus kelompok kuliah  tidak_ teman tidak_ keluarga asli sampai kewalahan kalau teman ajak keluar waktu sama,netral,"Kalau udh mulai offline yg paling susah dibagi tu ya waktu
Belum lagi temen ajak sini .temen kn gk cuman temen kuliah,temen sma,trus geng kuliah wkwkw,belum lagi bestie,belum lagi keluarga .aslii aku sampe kewalahan kalau para teman” itu ngajakin keluar diwaktu yg sama",2021-10-29 10:22:24+00:00,Justinseagul007
401,cuma mau kuliah offline sudah lulus,positif,[cm] Pengen kuliah offline tapi udah luluss😭😭 https://t.co/WePN8motb2,2021-10-29 10:22:01+00:00,collegemenfess
402,sekarang kuliah offline wajib pakai scrub,positif,skrg kuliah offline wajib pake scrub😀,2021-10-29 10:14:35+00:00,szlmyth
403,cuma minta saran dong kampus lagi mau coba kuliah offline turut kalian ikut atau tidak_iya rasa tanggung tengah semester begini,netral,"[cm] minta saran dong, kampus aku lg mau adain percobaan kuliah offline. menurut kalian ikut aja atau gak ya? tapi ngerasa tanggung di tengah semester gini",2021-10-29 10:09:14+00:00,collegemenfess
404,besok ke moga mau uts lalu pacar surat edar buat kuliah offline kesel banget iya tuhan tidak_siap offline,negatif,"Besok aku ke smg karna mau uts, nah pacarku dapet surat edaran buat kuliah offline 😭 kesel bgtt ya Allah gasiappp offlinee",2021-10-29 10:04:51+00:00,Jasmine_zhrn
405,senin andi berangkat kerja januari tifani kuliah offline cepat lambat orang hadir pergi satu per satu,negatif,"senin andi udah berangkat kerja, januari tifani udah kuliah offline. cepet atau lambat orang2 yg hadir pada pergi satu per satu",2021-10-29 10:02:40+00:00,ardianfani_
406,masa pandemi tidak_ halang ceria ajar sekolah,positif,Masa pandemi tak lagi menghalangi keceriaan belajar di sekolah. ,2021-10-29 10:32:40+00:00,BahagiaDiSekolah
407,sambut offline ruang kelas lebih nyaman energi positif,positif,Menyambut PTM dengan ruang kelas yang lebih nyaman dan berenergi positif. ,2021-10-29 10:06:40+00:00,RuangBelajarNyaman
408,offline bisa saling tahu kuat satu sama,positif,"Dalam PTM, kita bisa saling berbagi pengetahuan dan menguatkan satu sama lain.",2021-10-29 10:54:40+00:00,KembaliBerbagiIlmu
409,offline guru beri inspirasi motivasi langsung anak anak,positif,"Dalam PTM, guru dapat memberikan inspirasi dan motivasi langsung kepada anak-anak.",2021-10-29 10:32:40+00:00,MenginspirasiAnak
410,offline ajar untuk saling dukung bantu satu sama,positif,PTM mengajarkan kami untuk saling mendukung dan membantu satu sama lain.,2021-10-29 10:33:40+00:00,SalingMendukung
411,kalau tidak_ kendara waktu kuliah offline repot,netral,@andalasfess Kalau enggak ada motor pas kuliah offline bakalan repot enggak?,2021-10-29 09:59:24+00:00,viemstora
412,cuma kakak kalau kuliah memang bawa laptop iya jurus manajemen maba semester offline makas,netral,[cm] kak kalo kuliah gitu emang harus bawa laptop ya? aku jurusan manajemen maba dan sem 2 udah offline makasii,2021-10-29 09:46:12+00:00,collegemenfess
413,kuliah offline seru banget,positif,Kuliah offline seru banget 😬,2021-10-29 09:42:56+00:00,ituminuman
414,jujur kakak jadi takut kuliah offline,negatif,@hwangkerdus @collegemenfess jujur kak jadi takut kuliah offline ...,2021-10-29 09:41:49+00:00,dipperpjnes
415,sini bisa ajar kuliah online bener kalian kuliah sendiri literally sendiri mungkin kalau offline sedikit lebih kurang masalah tidak_absen pasti bakal ketemu org tetapi saya sendiri anjing rumah don punya kelompok,netral,"Dari sini aku bisa belajar bahwa kuliah online tuh bener² kayak kalian kuliah sendiri. Literally sendirian. Mungkin kalau offline akan sdkt lebih mengurangi masalah gk absen. Krn pasti bakal ketemu org² juga. But ini...aku sendirian jir di rumah, i don't have circle... https://t.co/jZ3iYkhcvp",2021-10-29 09:37:14+00:00,azurewaterfairy
416,nyata kamu kuliah offline wil,netral,@wchmnly Ehh kamu udah kuliah offline Wil???,2021-10-29 09:03:41+00:00,STORYPUDU
417,cuma minta saran kan anak rantau beda pulau turut kalian saya harus kuliah offline tidak_ mata kuliah harus offline kampus padahal cuma bulan sana,netral,"[Cm] Minta saran pls, aku kan anak rantau beda pulau, menurut kalian aku harus kuliah offline ga dgn dua matkul yg harus offline dan ukm? Padahal cuman dua bulan disana",2021-10-29 09:03:34+00:00,collegemenfess
418,kuliah mulai offline mulai resah iya turut kalian bagaimana,negatif,"Kuliah mulai offline, mulai meresahkan juga ya. Menurut kalian gimana?",2021-10-29 09:02:06+00:00,pocong_gantengg
419,teman kalian sekolah kuliah online sudah offline,netral,"moots, kalian yg sekolah/kuliah, online atau ud offline?",2021-10-29 08:44:41+00:00,vanestayz
420,kr sini tidak_ kuliah reguler sambil kerja offline hari alam dong,netral,kr! di sini ada gak yang kuliah reguler tapi sambil kerja offline? share keseharian atau pengalamannya dong,2021-10-29 08:39:36+00:00,karirfess
421,kerja sini tidak_ kuliah reguler sambil kerja offline hari alam dong,netral,work! di sini ada gak yang kuliah reguler tapi sambil kerja offline? share keseharian atau pengalamannya dong,2021-10-29 08:39:02+00:00,worksfess
422,tidak_siap kuliah offline,negatif,gksiap kuliah offline😩,2021-10-29 08:36:59+00:00,ardhanesxs
423,iya tuhan mau nge kost rasa bodo sangat meski angkat tidak_mulai kuliah offline tidak_ damai kuliah anjing tahun jauh rumah sekali tinggal rumah bahkan tidak_betah tidak_biasa halang buat suruh itu,positif,"Ya allah... Pengen ngekost aja rasanya😭😭😭
Bodo amat siii meskipun angkatan w blm mulai kuliah offline.. y seenggaknya w bisa tenang kuliah jirrr. 6 thn jauh dari rumah, sekalinya tinggal dirumah malah gak betahhh krn gak biasa di ganggu buat disuruh ini itu",2021-10-29 08:27:12+00:00,xxbykonic
424,tiba tiba rindu panggil kendara rindu kuliah offline,positif,tiba tiba kangen dipanggil tayo. AAAAA kangen kuliah offline😔,2021-10-29 08:21:36+00:00,deartayo
425,maju kamu kuliah offline tidak_takut punya tuhan,positif,maju lo kuliah offline gua gatakut gua punya Allah,2021-10-29 08:18:33+00:00,svngjeans
426,iya besok kalau kuliah offline,positif,hehe iya deh besok kalo udah kuliah offline :],2021-10-29 08:05:38+00:00,dvwniverse
427,aktivitas minat sekolah laksana semangat gebu gebu,positif,Aktivitas ekstrakurikuler di sekolah kembali dilaksanakan dengan semangat yang menggebu-gebu!,2021-10-29 08:32:38+00:00,KembaliBerlatih
428,anak anak bahagia kembali sekolah temu teman teman tiap hari,positif,Anak-anak bahagia bisa kembali ke sekolah dan bertemu teman-teman setiap hari.,2021-10-29 08:33:38+00:00,SenangBersekolah
429,wajah wajah ceria kelas ingat bahwa ajar tualang senang,positif,Wajah-wajah ceria di kelas mengingatkan kita bahwa belajar adalah petualangan yang menyenangkan.,2021-10-29 08:44:38+00:00,AntusiasBelajar
430,offline beri sempat guru terap inovasi ajar lebih kreatif interaktif,positif,PTM memberikan kesempatan bagi guru untuk menerapkan inovasi pembelajaran yang lebih kreatif dan interaktif.,2021-10-29 08:31:38+00:00,GuruInovatif
431,offline bantu kuat sahabat ikat teman teman sekolah,positif,PTM membantu kita memperkuat persahabatan dan ikatan antara teman-teman sekolah.,2021-10-29 08:43:38+00:00,PertemananAbadi
432,tidak_mau kuliah offline,negatif,GA MAU KULIAH OFFLINE AAAA,2021-10-29 08:03:23+00:00,shrlockedz
433,tuhan kapan kuliah offline ingin uang jajan aku stabil dulu,positif,yaAllah kapan kuliah offline aku ingin uang jajan ku stabil sprt dulu,2021-10-29 07:26:54+00:00,yeposoow
434,uf ada informasi tidak_iya kapan kuliah offline hybrid,netral,[uf] udah ada info belom ya kapan kuliah offline/hybrid?,2021-10-29 07:16:20+00:00,unparfess_
435,dips tidak_jasa joki kuliah offline,negatif,-dips! ada gk jasa joki kuliah offline?,2021-10-29 07:16:04+00:00,undipmenfess
436,mau buat kuliah offline,positif,"@bloomiedays Ihhh mauu, bisa buat kuliah offline nihh 👀",2021-10-29 07:15:18+00:00,harurattion
437,lelah mana lelah offline benar ai se nomor beda kalau kampus kan kuliah bagi online offline lalu habis kuliah offline yang offline harus kerja tugas yang sama yang kuliah online,netral,"@bertanyarl Capek mana? Capek offline si, sebenernya ai see no beda, tapi Kalo di kampusku kan kuliahnya di bagi 2 ada yg online ada yg offline nah, abis kuliah offline yang offline ttp harus ngerjain tugas yang sama kayak yg kuliahnya online",2021-10-29 06:59:35+00:00,lleyeuahq_
438,kayak benar warnain rambut merah sekarang lanjur kuliah offline,positif,kayanya gue beneran harus warnain rambut merah deh skrg keburu nanti kuliah offline,2021-10-29 06:54:41+00:00,jithenni
439,aku jenuh offline masa pandemi rasa tidak_ ubah,negatif,"Saya sudah jenuh dengan PTM di masa pandemi ini, rasanya tidak ada yang berubah.",2021-10-29 06:33:41+00:00,frustratedteacher
